Property_Type,BHK,Bathrooms,Balcony,Area_SqFt,Locality,City,Price_INR,Property_Age,Floor_Number,Furnished_Status,Metro_Distance,Hospital_Distance,School_Distance,Mall_Distance,Airport_Distance,Crime_Index,Infrastructure_Growth_Score
Super built-up  Area,3.0,3.0,1.0,1859.0,Yelahanka,Bangalore,10800000.0,19,3,Semi-Furnished,2.2,4.09,2.68,4.99,35.8,17,92
Super built-up  Area,2.0,2.0,1.0,1079.0,9th Phase JP Nagar,Bangalore,6000000.0,7,1,Unfurnished,11.44,1.54,0.66,8.59,36.21,26,88
Built-up  Area,2.0,1.0,1.0,550.0,Shivaji Nagar,Bangalore,2700000.0,6,10,Unfurnished,3.03,3.83,3.33,4.23,42.73,14,88
Super built-up  Area,2.0,2.0,1.0,1118.0,Whitefield,Bangalore,4200000.0,7,3,Semi-Furnished,11.96,3.41,2.49,7.48,33.35,12,94
Super built-up  Area,2.0,2.0,2.0,1198.0,CV Raman Nagar,Bangalore,6000000.0,0,8,Semi-Furnished,4.53,1.71,3.64,5.03,28.45,15,91
Super built-up  Area,3.0,3.0,2.0,1162.5,Chandapura,Bangalore,3021500.0,1,11,Unfurnished,9.83,1.38,3.69,2.26,42.39,25,85
Super built-up  Area,3.0,4.0,2.0,1830.0,Thigalarapalya,Bangalore,13500000.0,17,3,Unfurnished,1.79,4.44,3.87,5.19,30.24,30,85
Super built-up  Area,2.0,2.0,1.0,1160.0,Banashankari Stage VI,Bangalore,5900000.0,14,5,Fully Furnished,4.51,1.41,1.84,1.0,36.23,19,91
Super built-up  Area,3.0,2.0,1.0,1485.0,Srirampuram,Bangalore,15600000.0,0,2,Fully Furnished,7.83,0.85,1.47,7.89,38.99,14,97
Super built-up  Area,3.0,3.0,3.0,2070.0,Ejipura,Bangalore,13500000.0,4,1,Fully Furnished,3.89,1.93,3.43,2.94,30.99,12,83
Plot  Area,6.0,4.0,1.0,750.0,Basaveshwara Nagar,Bangalore,15000000.0,1,11,Unfurnished,9.49,4.57,2.73,4.34,38.46,22,84
Built-up  Area,2.0,2.0,0.0,957.0,Kannamangala,Bangalore,5250000.0,19,10,Fully Furnished,8.59,3.14,1.57,4.14,26.15,25,95
Plot  Area,5.0,4.0,1.0,2400.0,Basaveshwara Nagar,Bangalore,31000000.0,2,14,Unfurnished,11.9,3.73,3.6,5.47,44.83,29,86
Super built-up  Area,2.0,2.0,1.0,1268.0,Bannerghatta Road,Bangalore,6900000.0,18,5,Unfurnished,7.64,1.48,1.18,7.71,37.84,16,90
Super built-up  Area,3.0,2.0,2.0,1450.0,Bannerghatta Road,Bangalore,8700000.0,17,5,Semi-Furnished,9.57,2.72,3.66,6.9,26.34,13,87
Built-up  Area,3.0,2.0,2.0,1600.0,Manorayana Palya,Bangalore,7500000.0,17,6,Unfurnished,2.28,4.06,3.25,6.8,32.33,33,94
Super built-up  Area,3.0,2.0,1.0,1330.0,Uttarahalli,Bangalore,5700000.0,13,2,Semi-Furnished,1.95,2.16,1.77,9.63,31.47,24,93
Super built-up  Area,3.0,2.0,2.0,1355.0,Jakkur,Bangalore,6500000.0,7,9,Semi-Furnished,7.61,3.72,1.56,1.66,44.4,15,96
Super built-up  Area,2.0,2.0,1.0,1100.0,Abbaiah Reddy Layout,Bangalore,3849000.0,11,2,Unfurnished,11.85,3.12,3.55,2.43,44.13,28,91
Super built-up  Area,2.0,2.0,1.0,1075.0,Chikkalasandra,Bangalore,4676000.0,9,2,Unfurnished,4.32,2.01,2.04,1.5,33.96,17,83
Super built-up  Area,2.0,2.0,1.0,800.0,Lingarajapuram,Bangalore,5500000.0,19,12,Fully Furnished,1.52,2.36,3.12,3.57,29.31,22,92
Built-up  Area,2.0,1.0,1.0,900.0,Vasantha Vallabha Nagar,Bangalore,4400000.0,16,5,Unfurnished,5.08,3.81,2.65,2.42,26.32,29,94
Super built-up  Area,2.0,2.0,1.0,1140.0,Haralur Road,Bangalore,4200000.0,10,9,Fully Furnished,9.26,3.87,0.87,4.06,27.3,30,80
Super built-up  Area,3.0,2.0,2.0,1480.0,Ganga Nagar,Bangalore,12500000.0,1,4,Fully Furnished,9.92,4.51,3.63,6.12,29.99,33,84
Super built-up  Area,3.0,2.0,2.0,1710.0,Padmanabhanagar,Bangalore,9063000.0,3,6,Unfurnished,9.7,2.93,2.55,2.25,28.2,14,86
Super built-up  Area,3.0,3.0,3.0,2106.0,Talaghattapura,Bangalore,14800000.0,0,2,Fully Furnished,2.35,2.5,1.44,2.11,43.64,22,88
Plot  Area,9.0,6.0,2.0,2400.0,Yeshwanthpur,Bangalore,27000000.0,14,14,Semi-Furnished,9.59,4.01,1.57,6.53,42.69,33,89
Plot  Area,3.0,2.0,2.0,3800.0,Sadahalli,Bangalore,13000000.0,12,13,Semi-Furnished,2.36,2.24,1.1,3.2,33.25,33,94
Plot  Area,3.0,3.0,2.0,800.0,Vajarahalli,Bangalore,12000000.0,7,4,Unfurnished,11.87,3.17,2.44,3.44,26.93,22,86
Super built-up  Area,2.0,2.0,2.0,1602.0,Marathahalli,Bangalore,10400000.0,3,12,Unfurnished,5.39,3.92,0.91,3.62,32.93,24,92
Super built-up  Area,3.0,2.0,2.0,1660.0,Sarjapur  Road,Bangalore,11600000.0,9,9,Unfurnished,8.78,4.66,1.57,3.14,31.74,19,84
Super built-up  Area,3.0,3.0,2.0,1549.0,Electronic City Phase II,Bangalore,8000000.0,18,2,Semi-Furnished,6.59,4.5,3.77,6.37,28.11,33,92
Super built-up  Area,1.0,1.0,1.0,700.0,Marathahalli,Bangalore,3800000.0,17,1,Fully Furnished,4.03,3.47,0.37,2.23,40.46,23,86
Super built-up  Area,2.0,2.0,1.0,1012.0,Balagere,Bangalore,6400000.0,4,4,Semi-Furnished,7.91,0.59,2.94,3.49,41.51,31,84
Super built-up  Area,2.0,2.0,1.0,1216.0,Whitefield,Bangalore,6900000.0,18,4,Fully Furnished,1.67,3.82,0.71,9.84,30.76,16,84
Super built-up  Area,2.0,2.0,1.0,1065.0,Electronic City Phase II,Bangalore,5613000.0,15,1,Fully Furnished,6.8,1.99,1.58,4.51,38.87,26,83
Super built-up  Area,3.0,3.0,1.0,1411.0,Thanisandra,Bangalore,9315000.0,0,4,Unfurnished,1.91,4.25,2.38,5.65,43.43,16,81
Super built-up  Area,2.0,2.0,2.0,1400.0,Pai Layout,Bangalore,5750000.0,11,3,Unfurnished,7.46,0.62,3.94,3.54,41.52,22,93
Super built-up  Area,3.0,3.0,2.0,1250.0,Hoskote,Bangalore,2900000.0,1,13,Unfurnished,6.3,1.01,1.42,7.67,35.83,34,84
Super built-up  Area,2.0,2.0,3.0,1245.0,Haralur Road,Bangalore,6200000.0,7,2,Semi-Furnished,10.89,3.6,0.93,5.79,25.26,18,90
Super built-up  Area,2.0,2.0,1.0,1115.0,Choodasandra,Bangalore,5000000.0,17,13,Semi-Furnished,11.64,1.7,2.58,4.65,35.43,32,97
Super built-up  Area,2.0,2.0,1.0,1000.0,Vidyaranyapura,Bangalore,3500000.0,15,10,Semi-Furnished,8.34,1.93,2.01,9.81,38.68,16,89
Super built-up  Area,3.0,3.0,0.0,1580.0,Panathur,Bangalore,7189000.0,4,4,Unfurnished,3.44,2.3,1.19,1.25,34.44,27,89
Super built-up  Area,3.0,3.0,2.0,1800.0,Subramanyapura,Bangalore,9000000.0,12,8,Unfurnished,7.0,1.36,2.98,2.8,26.18,13,91
Super built-up  Area,2.0,2.0,2.0,1500.0,Mathikere,Bangalore,13000000.0,18,7,Fully Furnished,1.52,4.37,3.15,9.42,43.3,30,81
Super built-up  Area,3.0,3.0,2.0,1275.0,Kothannur,Bangalore,4400000.0,2,9,Fully Furnished,9.56,0.9,2.98,9.96,43.52,24,90
Super built-up  Area,3.0,3.0,2.0,1494.0,Kasavanhalli,Bangalore,8200000.0,7,8,Unfurnished,1.93,1.27,3.37,5.8,36.08,13,87
Super built-up  Area,3.0,3.0,2.0,1949.0,Bhoganhalli,Bangalore,12900000.0,11,1,Semi-Furnished,9.98,2.22,2.78,9.16,32.86,21,80
Super built-up  Area,2.0,2.0,1.0,1020.0,BTM Layout,Bangalore,4650000.0,1,12,Unfurnished,4.28,2.19,2.8,7.27,38.05,33,82
Super built-up  Area,2.0,2.0,1.0,883.0,Mysore Road,Bangalore,4500000.0,10,2,Semi-Furnished,4.13,0.73,1.89,9.58,41.54,14,86
Built-up  Area,4.0,4.0,2.0,3200.0,Old Airport Road,Bangalore,28000000.0,11,12,Unfurnished,2.44,2.02,2.4,4.64,25.33,24,89
Plot  Area,6.0,6.0,1.0,1680.0,Uttarahalli,Bangalore,12500000.0,17,2,Unfurnished,8.7,3.94,2.79,6.5,35.9,20,81
Plot  Area,12.0,6.0,2.0,2232.0,Mysore Road,Bangalore,30000000.0,12,12,Fully Furnished,5.34,4.51,2.18,8.58,36.15,25,81
Super built-up  Area,3.0,3.0,3.0,2010.0,Anand nagar,Bangalore,12500000.0,4,8,Semi-Furnished,2.44,1.06,2.81,2.54,39.28,20,82
Super built-up  Area,2.0,2.0,2.0,1240.0,Yeshwanthpur,Bangalore,8000000.0,11,12,Semi-Furnished,4.87,3.43,3.56,2.4,42.2,11,91
Super built-up  Area,2.0,2.0,1.0,1213.0,6th Phase JP Nagar,Bangalore,6300000.0,1,4,Unfurnished,11.18,4.67,1.83,4.75,30.6,16,80
Super built-up  Area,3.0,3.0,3.0,1835.0,Hegde Nagar,Bangalore,8800000.0,4,9,Fully Furnished,1.87,1.85,1.88,2.18,26.88,18,86
Plot  Area,9.0,10.0,3.0,1800.0,Hoskote,Bangalore,18500000.0,6,2,Unfurnished,8.53,4.44,3.15,3.25,43.92,30,91
Super built-up  Area,4.0,5.0,2.0,2932.0,Bannerghatta Road,Bangalore,19500000.0,11,14,Unfurnished,6.76,1.2,1.4,7.02,35.59,17,80
Built-up  Area,4.0,5.0,2.0,3425.0,Whitefield,Bangalore,25000000.0,15,4,Semi-Furnished,7.78,4.37,0.49,2.51,36.51,29,81
Built-up  Area,2.0,2.0,0.0,945.0,Gottigere,Bangalore,4500000.0,7,13,Unfurnished,5.61,2.42,1.65,7.08,44.25,32,93
Super built-up  Area,3.0,2.0,2.0,1504.0,Sathya Layout,Bangalore,10000000.0,8,13,Fully Furnished,6.56,4.21,2.15,4.73,35.87,25,82
Super built-up  Area,3.0,3.0,2.0,1569.0,Lakshminarayana Pura,Bangalore,15000000.0,14,1,Unfurnished,9.47,1.45,1.26,9.92,39.99,32,82
Super built-up  Area,3.0,3.0,2.0,1755.0,Harlur,Bangalore,13000000.0,4,3,Fully Furnished,6.57,0.81,2.76,8.63,33.53,13,90
Super built-up  Area,3.0,3.0,2.0,1760.0,Vijayanagar,Bangalore,14000000.0,12,6,Semi-Furnished,5.45,3.18,2.24,8.16,34.8,21,89
Super built-up  Area,2.0,2.0,3.0,1240.0,Hoodi,Bangalore,4394000.0,4,9,Semi-Furnished,4.4,1.7,1.34,3.67,34.71,10,96
Super built-up  Area,3.0,3.0,2.0,1450.0,Electronics City Phase 1,Bangalore,7254000.000000001,10,11,Unfurnished,6.23,4.13,0.85,8.12,39.05,17,94
Super built-up  Area,2.0,2.0,0.0,1000.0,5th Phase JP Nagar,Bangalore,4800000.0,9,1,Fully Furnished,7.55,4.21,2.98,4.6,39.63,13,96
Plot  Area,1.0,1.0,1.0,3820.0,Shivaji Nagar,Bangalore,30600000.0,19,5,Semi-Furnished,5.43,3.76,0.2,6.15,38.73,11,84
Super built-up  Area,5.0,4.0,2.0,2000.0,Thyagaraja Nagar,Bangalore,14500000.0,12,12,Fully Furnished,10.96,2.74,1.59,5.16,43.51,32,87
Super built-up  Area,2.0,2.0,2.0,1215.0,Choodasandra,Bangalore,5900000.0,8,2,Semi-Furnished,11.96,4.65,1.39,7.94,37.56,11,82
Super built-up  Area,3.0,3.0,3.0,1330.0,Yelachenahalli,Bangalore,7350000.0,13,7,Semi-Furnished,3.64,3.13,0.66,5.91,37.69,22,81
Super built-up  Area,2.0,2.0,1.0,1178.0,Raja Rajeshwari Nagar,Bangalore,7500000.0,17,4,Fully Furnished,8.26,1.31,3.86,6.64,26.7,24,86
Plot  Area,4.0,4.0,3.0,1500.0,Hulimavu,Bangalore,19200000.0,14,5,Fully Furnished,3.66,3.12,1.45,6.03,44.13,18,92
Super built-up  Area,2.0,2.0,2.0,2040.0,Shree Ananth Nagar Layout,Bangalore,5900000.0,9,8,Fully Furnished,7.18,3.09,3.43,9.06,29.1,26,85
Super built-up  Area,3.0,3.0,2.0,2000.0,Bellandur,Bangalore,8500000.0,6,2,Semi-Furnished,5.63,3.38,1.95,9.52,35.59,16,97
Super built-up  Area,3.0,2.0,1.0,1602.0,Shanti Nagar,Bangalore,16500000.0,7,3,Fully Furnished,4.08,0.95,2.41,4.87,44.6,26,84
Plot  Area,4.0,4.0,1.0,1200.0,2nd Stage Arekere Mico Layout,Bangalore,13000000.0,2,11,Unfurnished,5.09,3.6,2.46,5.57,26.78,10,96
Built-up  Area,3.0,3.0,1.0,1800.0,Jayamahal,Bangalore,22000000.0,14,5,Fully Furnished,2.8,2.31,2.33,2.56,44.7,12,93
Plot  Area,3.0,2.0,1.0,2400.0,Dasarahalli,Bangalore,15200000.0,15,10,Semi-Furnished,2.33,3.25,3.77,3.8,40.72,26,84
Super built-up  Area,3.0,3.0,3.0,1700.0,Sarjapur  Road,Bangalore,10800000.0,3,4,Fully Furnished,6.23,4.64,2.41,7.83,35.6,33,86
Built-up  Area,3.0,3.0,2.0,1200.0,Jigani,Bangalore,6500000.0,5,5,Fully Furnished,10.06,2.02,3.97,6.8,32.48,13,81
Plot  Area,3.0,3.0,0.0,1500.0,Veer Sandra,Bangalore,7200000.0,0,3,Fully Furnished,8.67,2.98,1.52,6.47,39.45,34,97
Plot  Area,3.0,3.0,2.0,1240.0,Karuna Nagar,Bangalore,16500000.0,3,13,Unfurnished,7.75,3.97,2.56,5.17,39.78,28,85
Built-up  Area,3.0,3.0,2.0,3000.0,Whitefield,Bangalore,40000000.0,10,12,Semi-Furnished,5.92,1.05,3.79,4.64,36.5,17,88
Built-up  Area,3.0,3.0,3.0,1737.0,Kanakpura Road,Bangalore,8500000.0,11,9,Unfurnished,6.42,2.09,2.76,3.1,44.01,32,97
Built-up  Area,3.0,2.0,1.0,1280.0,Chennappa Layout,Bangalore,4800000.0,4,8,Unfurnished,1.73,1.11,1.16,9.22,35.43,17,96
Super built-up  Area,2.0,2.0,2.0,1560.0,CV Raman Nagar,Bangalore,8500000.0,15,14,Semi-Furnished,11.37,4.28,3.38,9.77,40.05,12,83
Super built-up  Area,2.0,2.0,1.0,883.0,Kambipura,Bangalore,4400000.0,12,6,Semi-Furnished,4.76,3.97,2.19,2.93,44.57,27,89
Super built-up  Area,2.0,2.0,1.0,750.0,Kengeri Satellite Town,Bangalore,3300000.0,12,14,Fully Furnished,11.1,1.93,2.96,4.71,27.75,31,93
Super built-up  Area,4.0,3.0,3.0,2400.0,Brookefield,Bangalore,14000000.0,16,1,Semi-Furnished,9.02,0.63,0.3,2.55,35.09,14,87
Super built-up  Area,2.0,2.0,1.0,900.0,Bhuvaneshwari Nagar,Bangalore,4500000.0,6,4,Fully Furnished,7.4,2.34,1.72,7.39,41.15,24,81
Super built-up  Area,2.0,2.0,1.0,1030.0,Hormavu,Bangalore,4935000.0,7,7,Unfurnished,6.17,0.58,2.63,6.97,29.19,28,80
Super built-up  Area,3.0,3.0,2.0,1850.0,7th Phase JP Nagar,Bangalore,15500000.0,12,10,Fully Furnished,4.89,1.81,2.77,1.19,26.83,27,86
Built-up  Area,3.0,3.0,1.0,1831.0,Hennur Road,Bangalore,11000000.0,15,5,Semi-Furnished,8.2,1.45,2.24,3.8,43.74,32,87
Super built-up  Area,2.0,2.0,1.0,1095.0,Raja Rajeshwari Nagar 5th Stage,Bangalore,3833000.0,3,4,Fully Furnished,11.69,1.55,0.35,3.92,28.91,19,84
Super built-up  Area,3.0,2.0,0.0,1272.5,Sarjapur  Road,Bangalore,4072000.0,7,9,Unfurnished,9.95,3.6,3.24,7.45,27.74,32,93
Built-up  Area,2.0,2.0,1.0,1000.0,7th Phase JP Nagar,Bangalore,6100000.0,15,8,Semi-Furnished,5.61,3.69,2.6,2.58,39.77,16,86
Super built-up  Area,3.0,3.0,2.0,1820.0,Budigere,Bangalore,8540000.0,9,3,Semi-Furnished,6.56,3.68,0.56,9.29,39.57,11,95
Super built-up  Area,3.0,2.0,1.0,1075.0,Bisuvanahalli,Bangalore,4100000.0,11,14,Fully Furnished,6.42,4.19,3.49,1.73,42.71,22,95
Plot  Area,3.0,3.0,0.0,1500.0,TC Palaya,Bangalore,8300000.0,11,6,Fully Furnished,4.23,4.07,2.57,2.93,39.98,14,93
Super built-up  Area,1.0,1.0,0.0,360.0,Electronics City Phase 1,Bangalore,1689999.9999999998,4,12,Fully Furnished,10.4,3.32,3.42,1.23,30.41,21,82
Super built-up  Area,1.0,1.0,0.0,925.0,Kadugodi,Bangalore,4070000.0000000005,15,14,Unfurnished,8.77,1.52,3.37,9.93,32.18,22,94
Super built-up  Area,2.0,2.0,1.0,1140.0,Electronic City,Bangalore,7093000.000000001,0,14,Unfurnished,7.77,2.09,2.83,8.47,39.98,30,97
Super built-up  Area,2.0,2.0,2.0,1145.0,Chennammana Kere,Bangalore,5840000.0,8,12,Semi-Furnished,6.05,2.35,1.29,7.11,35.65,12,94
Super built-up  Area,3.0,3.0,3.0,1862.0,RMV Extension Stage 2,Bangalore,12000000.0,11,4,Semi-Furnished,4.01,3.68,3.13,9.88,25.67,22,97
Super built-up  Area,2.0,2.0,2.0,947.0, Devarachikkanahalli,Bangalore,4300000.0,4,7,Unfurnished,8.22,2.91,1.45,1.14,42.79,34,90
Plot  Area,3.0,3.0,2.0,700.0,Chandra Layout,Bangalore,19500000.0,19,1,Fully Furnished,3.99,3.84,1.5,8.54,44.06,25,91
Super built-up  Area,2.0,2.0,2.0,1120.0,Kalena Agrahara,Bangalore,4000000.0,2,1,Fully Furnished,1.59,1.21,2.73,7.16,29.42,15,93
Built-up  Area,3.0,3.0,3.0,2700.0,Sadanand Nagar,Bangalore,20000000.0,4,14,Unfurnished,2.2,1.55,3.64,2.43,29.14,30,88
Super built-up  Area,3.0,2.0,2.0,1805.0,Kaggadasapura,Bangalore,7500000.0,1,12,Fully Furnished,8.79,0.76,1.9,8.17,35.75,28,93
Super built-up  Area,2.0,2.0,3.0,1100.0,Basavangudi,Bangalore,9300000.0,13,12,Unfurnished,5.46,3.13,2.33,8.0,42.62,24,80
Plot  Area,4.0,3.0,0.0,1355.0,Bommenahalli,Bangalore,13500000.0,1,6,Fully Furnished,3.67,4.84,1.06,3.68,35.83,29,81
Built-up  Area,3.0,3.0,2.0,1677.0,"Whietfield, ",Bangalore,9800000.0,12,10,Fully Furnished,4.0,2.95,2.75,5.28,27.91,14,84
Built-up  Area,8.0,8.0,3.0,2500.0,Hosapalya,Bangalore,9500000.0,6,11,Semi-Furnished,6.69,1.49,1.37,1.31,26.73,22,88
Super built-up  Area,3.0,3.0,3.0,1560.0,Uttarahalli,Bangalore,7400000.0,9,13,Fully Furnished,11.01,3.27,3.57,1.05,29.25,24,96
Super built-up  Area,3.0,3.0,2.0,2060.0,Arekere,Bangalore,15000000.0,12,13,Fully Furnished,4.32,3.56,0.21,3.36,37.82,24,84
Super built-up  Area,3.0,2.0,0.0,1716.0,Koramangala,Bangalore,11500000.0,15,14,Unfurnished,8.38,3.1,2.02,3.75,38.32,20,83
Super built-up  Area,3.0,3.0,1.0,1864.0,Harlur,Bangalore,14000000.0,13,7,Unfurnished,10.17,2.17,3.36,8.7,25.68,14,83
Built-up  Area,1.0,1.0,1.0,638.0,Electronics City Phase 1,Bangalore,3200000.0,10,13,Unfurnished,6.63,4.23,1.32,5.15,43.8,34,80
Plot  Area,9.0,7.0,3.0,1200.0,Sidedahalli,Bangalore,9500000.0,9,9,Unfurnished,1.78,2.71,2.04,9.47,28.35,29,89
Super built-up  Area,8.0,9.0,2.0,1150.0,Kodigehalli,Bangalore,17000000.0,5,7,Fully Furnished,9.86,4.95,0.6,6.92,25.32,20,87
Super built-up  Area,2.0,2.0,1.0,937.0,Chandapura,Bangalore,3000000.0,3,9,Unfurnished,10.73,1.6,0.64,6.62,36.86,23,84
Built-up  Area,3.0,2.0,1.0,1490.0,Hennur Gardens,Bangalore,11500000.0,0,10,Semi-Furnished,1.83,1.5,2.62,3.91,42.37,11,93
Super built-up  Area,4.0,5.0,3.0,4856.0,Frazer Town,Bangalore,41000000.0,6,14,Unfurnished,2.72,0.84,3.27,3.09,43.57,21,95
Plot  Area,4.0,6.0,1.0,4003.0,Whitefield,Bangalore,52500000.0,8,9,Fully Furnished,2.41,2.3,0.43,5.16,27.31,25,96
Super built-up  Area,2.0,2.0,1.0,1100.0,Whitefield,Bangalore,3700000.0,7,14,Semi-Furnished,3.82,1.62,1.01,7.74,44.35,15,95
Super built-up  Area,2.0,2.0,2.0,1000.0,Thigalarapalya,Bangalore,4853000.0,4,14,Fully Furnished,6.71,4.25,1.84,4.3,30.43,12,97
Super built-up  Area,2.0,2.0,1.0,1060.0,Horamavu Agara,Bangalore,3700000.0,18,8,Semi-Furnished,1.85,2.84,3.84,8.54,26.43,16,92
Super built-up  Area,2.0,2.0,1.0,1047.0,Kundalahalli,Bangalore,9100000.0,9,7,Semi-Furnished,3.27,0.77,0.56,7.31,31.18,12,94
Built-up  Area,2.0,2.0,2.0,1200.0,Basaveshwara Nagar,Bangalore,8000000.0,10,12,Semi-Furnished,5.78,2.11,3.1,2.41,36.56,12,81
Super built-up  Area,3.0,2.0,2.0,1420.0,Akshaya Nagar,Bangalore,7500000.0,14,3,Fully Furnished,8.15,3.63,2.52,4.07,44.24,10,95
Super built-up  Area,3.0,3.0,2.0,1539.0,Sarjapur  Road,Bangalore,8500000.0,5,11,Semi-Furnished,11.05,2.69,1.8,1.42,35.59,33,84
Super built-up  Area,3.0,3.0,1.0,1550.0,Tejaswini Nagar,Bangalore,5900000.0,14,14,Fully Furnished,10.21,2.08,1.31,4.5,38.44,10,90
Super built-up  Area,3.0,3.0,3.0,1555.0,Kasavanhalli,Bangalore,8200000.0,4,3,Semi-Furnished,2.07,1.2,1.62,5.35,25.77,32,83
Plot  Area,7.0,6.0,2.0,600.0,BTM Layout 1stage 9th Main,Bangalore,13800000.0,18,11,Unfurnished,11.65,3.49,1.81,8.48,32.22,21,89
Super built-up  Area,3.0,3.0,3.0,1553.0,Seegehalli,Bangalore,6800000.0,18,5,Unfurnished,4.3,1.3,3.53,4.69,38.27,28,90
Super built-up  Area,2.0,2.0,2.0,920.0,Electronic City Phase II,Bangalore,2600000.0,9,7,Semi-Furnished,5.32,4.42,3.95,6.58,38.47,33,86
Super built-up  Area,3.0,3.0,3.0,1740.0,Jeevan bima nagar,Bangalore,12000000.0,11,13,Semi-Furnished,2.28,4.95,3.84,4.23,35.63,20,97
Super built-up  Area,3.0,3.0,2.0,1855.0,OMBR Layout,Bangalore,14500000.0,3,12,Unfurnished,11.33,2.99,0.76,7.18,33.82,29,97
Super built-up  Area,3.0,3.0,1.0,1724.0,Kundalahalli,Bangalore,14600000.0,17,10,Unfurnished,7.23,1.03,0.31,2.56,44.23,20,82
Super built-up  Area,2.0,2.0,2.0,1020.0,B Narayanapura,Bangalore,6000000.0,15,7,Fully Furnished,6.92,3.58,1.01,2.96,42.0,21,96
Plot  Area,6.0,4.0,2.0,1000.0,Banaswadi,Bangalore,15000000.0,7,1,Unfurnished,1.66,1.1,1.35,8.73,26.77,24,94
Super built-up  Area,3.0,2.0,1.0,1250.0,Uttarahalli,Bangalore,5000000.0,3,8,Fully Furnished,1.54,4.56,1.95,4.21,34.52,27,89
Super built-up  Area,3.0,3.0,2.0,1450.0,Sanjay nagar,Bangalore,7500000.0,11,1,Semi-Furnished,8.66,3.14,2.15,3.25,27.84,26,85
Super built-up  Area,2.0,2.0,2.0,1200.0,Thubarahalli,Bangalore,8000000.0,1,13,Fully Furnished,6.56,4.1,1.61,1.11,34.12,19,91
Built-up  Area,2.0,2.0,2.0,1140.0,Haralur Road,Bangalore,5800000.0,3,14,Semi-Furnished,6.83,3.31,3.71,7.46,38.43,14,90
Plot  Area,5.0,5.0,2.0,900.0,Hoskote,Bangalore,11000000.0,4,11,Fully Furnished,8.33,2.87,2.95,5.21,30.37,17,89
Super built-up  Area,1.0,1.0,1.0,550.0,Basava Nagar,Bangalore,1600000.0,2,4,Fully Furnished,3.03,2.86,2.84,2.56,37.39,18,92
Super built-up  Area,3.0,3.0,1.0,1450.0,Bannerghatta Road,Bangalore,4400000.0,8,2,Fully Furnished,11.98,3.83,2.39,8.87,32.85,27,84
Super built-up  Area,2.0,2.0,1.0,700.0,Kanakpura Road,Bangalore,3507000.0,17,5,Semi-Furnished,2.35,4.56,2.32,8.19,25.52,14,91
Plot  Area,3.0,3.0,1.0,1200.0,Whitefield,Bangalore,5600000.0,10,6,Semi-Furnished,4.31,1.49,1.84,3.49,31.6,19,97
Super built-up  Area,2.0,2.0,1.0,1050.0,Yelahanka,Bangalore,4500000.0,2,4,Fully Furnished,8.79,1.01,1.87,3.0,25.84,26,92
Super built-up  Area,3.0,3.0,3.0,1600.0,Somasundara Palya,Bangalore,6900000.0,1,14,Semi-Furnished,6.92,0.75,3.77,4.75,37.76,18,92
Super built-up  Area,3.0,2.0,3.0,1625.0,Bannerghatta Road,Bangalore,7500000.0,8,12,Fully Furnished,2.51,4.4,2.43,4.28,42.48,22,86
Super built-up  Area,2.0,2.0,2.0,1492.0,Volagerekallahalli,Bangalore,6500000.0,13,13,Semi-Furnished,9.64,1.05,1.78,2.41,31.1,15,90
Super built-up  Area,4.0,5.0,0.0,2856.0,Whitefield,Bangalore,15750000.0,3,4,Fully Furnished,11.69,3.33,2.06,9.83,44.95,15,91
Super built-up  Area,3.0,2.0,3.0,1489.0,Sarjapur  Road,Bangalore,8200000.0,8,7,Unfurnished,6.47,1.91,3.73,4.01,26.66,17,81
Super built-up  Area,3.0,2.0,2.0,1560.0,Kanakapura,Bangalore,6238000.0,12,11,Unfurnished,4.16,3.03,1.51,5.77,29.09,23,92
Super built-up  Area,2.0,2.0,2.0,1140.0,Haralur Road,Bangalore,4200000.0,17,4,Fully Furnished,2.62,0.88,3.99,7.69,29.93,14,89
Super built-up  Area,3.0,3.0,2.0,1431.0,Lavakusha Nagar,Bangalore,6500000.0,14,2,Semi-Furnished,3.65,3.11,1.67,9.35,33.14,12,95
Super built-up  Area,3.0,3.0,1.0,1682.0,Lingadheeranahalli,Bangalore,11400000.0,9,4,Fully Furnished,4.77,4.45,3.21,2.34,42.98,14,81
Super built-up  Area,2.0,2.0,1.0,1198.0,Panathur,Bangalore,8626000.0,15,7,Unfurnished,3.47,1.7,0.46,2.27,34.43,29,88
Plot  Area,3.0,3.0,2.0,3664.0,Outer Ring Road East,Bangalore,32500000.0,11,1,Unfurnished,8.69,1.95,1.75,6.46,35.25,28,80
Super built-up  Area,3.0,2.0,2.0,1550.0,Sarjapur  Road,Bangalore,6975000.0,19,4,Fully Furnished,1.74,1.48,0.76,3.35,32.87,13,81
Super built-up  Area,2.0,2.0,1.0,1026.0,Kodichikkanahalli,Bangalore,4500000.0,4,6,Unfurnished,5.8,1.08,1.31,6.99,43.82,20,97
Built-up  Area,3.0,2.0,2.0,1260.0,Hennur,Bangalore,5200000.0,1,8,Fully Furnished,5.43,0.83,1.74,2.43,28.94,25,92
Plot  Area,2.0,2.0,0.0,690.0,Singanayakanahalli,Bangalore,4200000.0,9,8,Unfurnished,10.72,3.52,2.33,6.2,27.69,33,96
